"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",6.849,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",7.041,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",7.234,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",11.675,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",11.308,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",11.02,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",10.5,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",10.934,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",11.215,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",11.215,,,
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",11.173,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",9.197,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",10.1,,,"Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2024",11.518,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",11.504,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",11.621,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",11.774,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",11.741,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",11.593,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",11.636,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",11.709,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",11.654,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",12.772,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",13.029,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",12.837,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",13.242,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",12.635,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",13.857,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",14.403,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",14.403,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",13.991,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",14.142,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",13.881,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",13.598,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",13.589,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",13.847,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",2.526,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",2.815,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",2.788,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",2.962,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",3.055,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",2.472,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",2.631,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",7.677,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",7.175,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",6.688,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",6.68,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",6.939,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",5.816,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",5.108,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",4.679,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",4.202,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",5.133,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",5.756,,,
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",6.1,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",6.998,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",7.105,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",8.14,,,"Population coverage: Excluding armed forces and/or conscripts"
"Brunei Darussalam","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",5.905,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",6.522,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.114,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",4.34,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",4.303,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",4.026,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",3.828,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",3.651,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",8.516,,,"Data reference period: August"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",6.671,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",6.803,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",6.795,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",7.847,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",7.485,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",6.589,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",6.484,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",7.027,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",6.148,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",5.02,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",5.221,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",3.877,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",4.701,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",2.977,,,"Data reference period: Average of 2 monthly points"
"Bhutan","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",1.96,,,"Data reference period: May"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",6.547,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",6.344,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",7.028,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",5.995,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",6.726,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Core Welfare Indicators Survey, Poverty","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",2.482,,,
"Botswana","HS - Core Welfare Indicators Survey, Poverty","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",6.553,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",6.771,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",9.637,,,"Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old"
"Botswana","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",8.674,,,"Data reference period: August | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 12 years old"
"Botswana","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",8.817,,,"Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2024",8.821,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",8.982,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.064,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.226,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",9.252,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",9.153,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",9.514,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",9.608,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",9.606,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",9.686,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",9.68,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",9.782,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",10.165,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",10.166,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",10.219,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",10.522,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",11.303,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",12.001,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",12.734,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",13.666,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",14.434,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",14.542,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",14.969,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",14.881,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",15.191,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",12.243,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",12.285,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",12.116,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",12.668,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",12.767,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",12.666,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",12.623,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",12.712,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",12.926,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",13.338,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",13.572,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",13.597,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",13.935,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",14.269,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",14.703,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",14.067,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",14.068,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",13.926,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",13.969,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",13.998,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",14.18,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",14.761,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",15.917,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",15.477,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2024",9.428,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",9.785,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.873,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.948,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",10.071,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",9.803,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",10.333,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",10.726,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",10.625,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",11.151,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",11.2,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",11.321,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",11.568,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",11.507,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",11.255,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
